account_id,company_name,email_domain,industry,state,size_class,n_employees,created_date
ACC-00924,Barbosa Moraes e Filhos,cavalcante.com.br,Serviços,MG,pequena,132,2023-10-30
ACC-00925,Cirino Castro Ltda.,cunha.org.br,Indústria,SC,grande,407,2024-03-03
ACC-00926,Farias,ribeiros.a..com.br,Indústria,SP,pequena,51,2024-06-24
ACC-00927,Mendes,mendesefilho.com.br,Educação,SP,grande,428,2024-05-02
ACC-00928,Almeida,pastorcastro.com.br,Varejo,PE,pequena,137,2023-04-23
ACC-00929,Carvalho Pires - EI,aparecidacar.net.br,Varejo,BA,pequena,142,2024-06-26
ACC-00930,Cavalcante Ltda.,oliveiras.a..net.br,Serviços,SP,media,195,2024-02-14
ACC-00931,Silveira e Filhos,moreiraguerr.com.br,Tecnologia,SP,pequena,107,2023-02-22
ACC-00932,Machado Pereira - ME,barros.com.br,Saúde,SP,pequena,105,2023-07-18
ACC-00933,Jesus Peixoto S.A.,cavalcante.org.br,Saúde,RJ,grande,462,2023-12-13
ACC-00934,Cavalcante,pintoribeiro.com.br,Agronegócio,SP,media,217,2023-01-13
ACC-00935,da Conceição - ME,marques.net.br,Varejo,PR,pequena,52,2023-04-10
ACC-00936,Almeida S.A.,cardoso.com.br,Varejo,SP,grande,404,2023-04-05
ACC-00937,Cavalcanti - ME,cassiano.net.br,Varejo,SP,media,255,2023-09-26
ACC-00938,Borges - ME,viana-ei.org.br,Varejo,MG,media,164,2023-04-07
ACC-00939,Moreira,pereiranogue.com.br,Serviços,MG,media,227,2023-03-18
ACC-00940,Sampaio - EI,freitas.com.br,Serviços,DF,grande,476,2023-01-02
ACC-00941,Vieira,daconceição.com.br,Varejo,CE,pequena,98,2023-05-23
ACC-00942,Lima S.A.,ferreira.com.br,Varejo,SP,grande,409,2023-05-06
ACC-00943,Barros da Paz - EI,mendes.com.br,,SP,pequena,75,2023-06-23
ACC-00944,Abreu Santos e Filhos,dacunha.com.br,Tecnologia,RS,media,174,2023-06-10
ACC-00945,Moreira S/A,oliveira-ei.net.br,Educação,RJ,pequena,137,2023-04-11
ACC-00946,Sales Dias - ME,rezende.net.br,Indústria,MG,media,170,2023-08-05
ACC-00947,Lima Rezende - EI,caldeira.com.br,Financeiro,SP,media,208,2024-01-29
ACC-00948,Nunes,daluz.org.br,Serviços,SP,pequena,59,2023-06-15
ACC-00949,Rodrigues,pimenta.org.br,Tecnologia,MG,media,206,2024-05-01
ACC-00950,Jesus Novaes - EI,sá.com.br,Financeiro,RJ,grande,402,2023-11-03
ACC-00951,Novais,cavalcanti.org.br,Educação,SP,,269,2023-07-16
ACC-00952,Oliveira,dacunha.net.br,Saúde,SP,media,256,2023-02-18
ACC-00953,Sousa,vasconcelos.net.br,Indústria,SP,media,160,2024-04-03
ACC-00954,Machado Viana e Filhos,ribeirocampo.com.br,Serviços,SP,media,159,2024-06-18
ACC-00955,Viana,britocunha-e.com.br,Serviços,SP,media,249,2023-04-12
ACC-00956,Castro - ME,novaes.net.br,Varejo,SP,media,208,2023-09-25
ACC-00957,Peixoto,borgess.a..com.br,Tecnologia,RS,pequena,117,2023-10-19
ACC-00958,da Luz S.A.,borges.com.br,Varejo,SP,media,239,2023-11-06
ACC-00959,Silveira - ME,barros.org.br,Tecnologia,GO,media,244,2023-08-25
ACC-00960,Silva,pimenta.net.br,Tecnologia,RJ,pequena,72,2024-03-26
ACC-00961,Macedo,vasconceloss.com.br,Indústria,PR,pequena,93,2023-01-21
ACC-00962,Correia,costaefilhos.org.br,Educação,SP,media,338,2023-04-06
ACC-00963,Pimenta Cavalcante e Filhos,viana-ei.net.br,Tecnologia,MG,grande,438,2024-05-17
ACC-00964,Castro S/A,fonsecas.a..net.br,Agronegócio,SP,pequena,74,2023-09-03
ACC-00965,Fogaça,vasconcelos.net.br,Varejo,SP,media,244,2023-01-21
ACC-00966,Moreira Albuquerque e Filhos,guerra.com.br,Varejo,RS,pequena,109,2023-12-29
ACC-00967,Silveira,borges-ei.com.br,Varejo,SP,media,290,2023-05-27
ACC-00968,Câmara,ferreira.org.br,Serviços,SP,grande,435,2023-07-22
ACC-00969,da Luz S.A.,marquesguerr.net.br,Agronegócio,PR,grande,447,2023-03-13
ACC-00970,Novais S/A,montenegro.com.br,Educação,RJ,pequena,78,2024-04-05
ACC-00971,Moraes Ltda.,fernandes.com.br,Varejo,SP,media,240,2024-04-08
ACC-00972,Garcia,sales.com.br,Educação,RS,pequena,135,2023-01-06
ACC-00973,Sá Fernandes - ME,vargas.net.br,Serviços,SP,media,347,2023-05-07
ACC-00974,Mendes S/A,pastor.com.br,Varejo,MG,media,270,2023-05-23
ACC-00975,Porto,azevedo.com.br,Educação,RS,media,244,2023-09-14
ACC-00976,Jesus,rochasampaio.org.br,Varejo,BA,media,218,2024-06-27
ACC-00977,Sampaio Ltda.,moreira.org.br,Tecnologia,RS,media,344,2024-06-05
ACC-00978,Barbosa,dapazborges-.com.br,Agronegócio,RJ,media,305,2024-03-02
ACC-00979,Oliveira da Mata S.A.,melodiasltda.com.br,Educação,SP,media,318,2023-09-15
ACC-00980,Sousa da Costa Ltda.,monteirosous.com.br,Saúde,RJ,pequena,63,2023-05-09
ACC-00981,Cassiano,daconceiçãoc.com.br,Agronegócio,RS,pequena,81,2024-06-15
ACC-00982,Pimenta,camposs/a.net.br,Agronegócio,RJ,pequena,79,2023-10-08
ACC-00983,Mendes Ltda.,teixeira-ei.com.br,Financeiro,SP,pequena,68,2024-04-24
ACC-00984,Mendonça,monteiro.com.br,Varejo,SP,media,191,2023-04-19
ACC-00985,Câmara,teixeiramora.com.br,Saúde,PR,pequena,52,2023-11-01
ACC-00986,Nogueira,aragãomoura-.org.br,Serviços,RS,pequena,50,2023-12-14
ACC-00987,Rodrigues,montenegrolt.org.br,Varejo,RJ,pequena,89,2024-02-19
ACC-00988,Dias,marquescampo.net.br,Serviços,BA,pequena,65,2023-12-02
ACC-00989,Garcia Pacheco S/A,albuquerquee.com.br,Indústria,SP,media,202,2023-02-13
ACC-00990,Cirino,fonseca.com.br,Varejo,RJ,pequena,97,2023-06-22
ACC-00991,Melo,dacosta.net.br,Tecnologia,SC,media,324,2023-06-21
ACC-00992,Monteiro Lima S.A.,fonseca.com.br,Saúde,SP,media,333,2023-01-11
ACC-00993,Fonseca,sampaio.com.br,Indústria,SP,media,173,2023-06-11
ACC-00994,Cirino,damota.com.br,Financeiro,RS,media,284,2024-03-17
ACC-00995,Silveira Ltda.,oliveirarodr.org.br,Financeiro,MG,media,291,2023-05-26
ACC-00996,Casa Grande Sousa S.A.,novaislopes-.net.br,Educação,RJ,grande,461,2023-02-04
ACC-00997,Leão Monteiro S.A.,albuquerque.net.br,Varejo,RJ,pequena,141,2024-03-07
ACC-00998,da Rosa,viana.org.br,Serviços,RS,grande,464,2023-01-03
ACC-00999,Gonçalves S/A,novais.com.br,Indústria,SP,pequena,77,2024-06-25
ACC-01000,Pires,araújocunhal.com.br,Saúde,RJ,pequena,66,2023-05-19
ACC-01001,da Luz,machadoefilh.org.br,Agronegócio,BA,pequena,76,2023-11-13
ACC-01002,Ferreira,fonseca.net.br,Varejo,MG,media,339,2024-02-20
ACC-01003,Rocha,jesuss/a.com.br,Financeiro,RS,pequena,51,2023-09-14
ACC-01004,Vasconcelos da Paz Ltda.,oliveiraoliv.com.br,Educação,SP,pequena,80,2024-05-08
ACC-01005,Vasconcelos,rocha.com.br,Tecnologia,SP,pequena,51,2023-10-08
ACC-01006,Pimenta,barros.com.br,Varejo,SP,pequena,121,2023-09-11
ACC-01007,Cavalcante Porto Ltda.,martins.com.br,Financeiro,PE,grande,378,2023-05-15
ACC-01008,Barbosa,pires.com.br,Varejo,RS,media,320,2024-05-31
ACC-01009,Dias Dias e Filhos,castroltda..com.br,Saúde,SP,pequena,131,2023-03-29
ACC-01010,Pereira,santos.com.br,Tecnologia,SP,media,326,2023-03-01
ACC-01011,Vasconcelos,damata.com.br,Financeiro,MG,media,303,2023-10-01
ACC-01012,Jesus,souza.net.br,Indústria,RJ,media,257,2023-05-05
ACC-01013,Ribeiro da Cunha e Filhos,cirinoalmeid.com.br,Educação,MG,grande,403,2024-03-24
ACC-01014,Caldeira,costelas.a..org.br,Tecnologia,CE,pequena,98,2024-04-09
ACC-01015,Alves - ME,azevedo-me.org.br,Financeiro,outros,pequena,81,2024-03-14
ACC-01016,Barros Rezende - ME,caldeiraltda.com.br,Varejo,SP,pequena,77,2024-04-07
ACC-01017,Sousa da Paz - ME,daconceição.com.br,Financeiro,SP,,111,2024-04-17
ACC-01018,Andrade e Filhos,cardosomoura.org.br,Tecnologia,SP,media,294,2023-04-10
ACC-01019,Martins,duarte.com.br,Saúde,PR,,51,2023-05-26
ACC-01020,Carvalho,novaes.com.br,Varejo,MG,grande,415,2023-10-12
ACC-01021,Moura,pastorpeixot.com.br,Indústria,MG,pequena,113,2024-04-25
ACC-01022,Nogueira,ferreira.com.br,Financeiro,SP,media,175,2023-12-22
ACC-01023,Jesus,borgesmacedo.com.br,,SP,media,169,2023-02-24
ACC-01024,Albuquerque,cassiano.com.br,Indústria,MG,grande,397,2023-10-02
ACC-01025,da Paz,moreiras.a..com.br,Indústria,RJ,grande,432,2024-03-06
ACC-01026,Sales - ME,nascimento.org.br,Saúde,RS,pequena,63,2024-03-07
ACC-01027,Vargas - ME,darosa.com.br,Saúde,RJ,pequena,74,2023-06-25
ACC-01028,Vieira Abreu - EI,peixoto.com.br,Serviços,SP,grande,371,2023-02-24
ACC-01029,Novais,correia.com.br,Indústria,SP,media,259,2023-05-02
ACC-01030,Castro Silva e Filhos,gonçalves.org.br,Serviços,SP,media,262,2023-04-16
ACC-01031,da Luz Barros - ME,garcia.com.br,Tecnologia,RS,pequena,98,2023-03-09
ACC-01032,da Paz,moreirateixe.com.br,Educação,RJ,pequena,112,2024-05-01
ACC-01033,Azevedo Cirino S.A.,jesus.com.br,Indústria,SC,pequena,65,2023-03-26
ACC-01034,Pinto,camargo.net.br,Saúde,SC,media,276,2023-10-14
ACC-01035,Correia,damata.com.br,Tecnologia,RJ,,57,2023-03-12
ACC-01036,Aragão Nascimento S/A,almeida.com.br,Financeiro,PR,media,206,2023-10-25
ACC-01037,Silva Macedo e Filhos,caldeiradapa.com.br,Varejo,MG,grande,372,2023-01-09
ACC-01038,Albuquerque Monteiro S.A.,daconceiçãos.com.br,Tecnologia,SP,pequena,110,2024-06-08
ACC-01039,Viana,leão.com.br,Serviços,SP,media,173,2024-01-13
ACC-01040,Sampaio,freitas.org.br,Serviços,PR,pequena,141,2023-06-09
ACC-01041,Araújo da Mata - ME,fariass/a.com.br,Varejo,RS,media,269,2024-05-11
ACC-01042,Correia da Cunha - ME,nogueira-me.com.br,Serviços,SP,media,317,2023-01-22
ACC-01043,Gomes Vargas - ME,camposefilho.com.br,Educação,SP,media,256,2023-07-30
ACC-01044,Sousa,sousaandrade.com.br,Tecnologia,MG,pequena,123,2023-06-10
ACC-01045,Melo Gomes e Filhos,moreiraefilh.com.br,Serviços,SC,media,293,2024-02-19
ACC-01046,Pires Siqueira S/A,duarte.net.br,Indústria,MG,media,293,2023-10-05
ACC-01047,Costa,dacunha-me.com.br,Varejo,RJ,pequena,82,2023-12-29
ACC-01048,Camargo da Costa e Filhos,aragão.net.br,Serviços,RJ,grande,466,2024-04-11
ACC-01049,Cavalcante Ltda.,duarte.com.br,Tecnologia,SP,pequena,123,2023-10-01
ACC-01050,Aparecida - EI,gonçalvess.a.com.br,,PE,media,175,2023-06-25
ACC-01051,Freitas Vargas S/A,sales.com.br,Serviços,MG,pequena,115,2024-04-15
ACC-01052,Teixeira,castromontei.com.br,Tecnologia,RJ,grande,443,2024-05-14
ACC-01053,Sampaio Nascimento S/A,araújoltda..com.br,Educação,outros,grande,459,2024-01-19
ACC-01054,Macedo,mendonçadaco.com.br,Varejo,RJ,pequena,110,2023-11-14
ACC-01055,Silveira,almeidasales.com.br,Tecnologia,SP,media,243,2023-08-11
ACC-01056,Novais,dacunhaapare.org.br,Varejo,SP,pequena,83,2024-03-29
ACC-01057,Correia,nogueira.com.br,Serviços,SP,pequena,78,2023-10-10
ACC-01058,da Mota,nogueiraferr.com.br,Indústria,SP,,118,2023-03-19
ACC-01059,da Rocha,azevedomoura.com.br,Tecnologia,SP,media,345,2023-03-01
ACC-01060,Marques,nogueira.com.br,Agronegócio,RJ,grande,471,2024-01-20
ACC-01061,Siqueira,vasconcelose.org.br,Indústria,SP,pequena,148,2023-02-04
ACC-01062,Duarte Silveira S/A,almeidapinto.com.br,Varejo,PE,media,336,2023-08-12
ACC-01063,Vargas,correia.net.br,Tecnologia,RS,media,280,2024-03-22
ACC-01064,Ramos,pimentadapaz.net.br,Financeiro,MG,media,225,2023-08-19
ACC-01065,Moreira e Filhos,camargo.com.br,Tecnologia,MG,media,169,2023-06-03
ACC-01066,Andrade Costa S/A,aparecidas.a.com.br,Serviços,SP,pequena,92,2023-07-06
ACC-01067,Andrade - EI,correia.com.br,Educação,MG,pequena,91,2024-01-30
ACC-01068,Moura,ribeiro.com.br,Agronegócio,SP,media,292,2024-04-22
ACC-01069,Câmara,aragão.org.br,Serviços,PR,media,343,2023-07-28
ACC-01070,Barros,albuquerques.com.br,Agronegócio,CE,media,294,2023-07-27
ACC-01071,Fonseca - EI,porto.com.br,Serviços,SP,pequena,147,2023-10-28
ACC-01072,Pimenta Ltda.,freitas.com.br,Indústria,SP,pequena,67,2024-05-23
ACC-01073,Barbosa,siqueiras/a.com.br,Indústria,SP,media,298,2024-02-27
ACC-01074,Nascimento Gomes S.A.,moreirabrito.net.br,Varejo,SP,media,263,2024-02-18
ACC-01075,Novais Souza - EI,mouraribeiro.org.br,Educação,SP,pequena,89,2024-02-23
ACC-01076,Vargas e Filhos,souza.com.br,Varejo,SP,pequena,55,2023-02-09
ACC-01077,Sampaio,rocha.com.br,Saúde,SP,media,324,2024-02-06
ACC-01078,Vieira Cirino - EI,caldeira.org.br,Agronegócio,RJ,media,299,2023-01-02
ACC-01079,Ribeiro,montenegro.com.br,Varejo,SP,,107,2023-10-16
ACC-01080,Dias,nascimentope.com.br,,SP,grande,458,2023-10-15
ACC-01081,Teixeira,freitas.com.br,Educação,RJ,grande,472,2023-07-04
ACC-01082,Pereira,silveira.com.br,Tecnologia,GO,media,270,2024-03-18
ACC-01083,Vargas,nunesnogueir.com.br,Varejo,SP,pequena,100,2023-12-08
ACC-01084,Machado,fonseca.com.br,Indústria,SP,pequena,143,2023-09-07
ACC-01085,da Paz - EI,abreu.com.br,Tecnologia,SP,pequena,92,2023-10-06
ACC-01086,Abreu,moreiras.a..org.br,Serviços,SP,pequena,87,2023-06-22
ACC-01087,Dias Almeida e Filhos,câmara.com.br,Serviços,SP,pequena,137,2023-01-07
ACC-01088,Brito Andrade - ME,novaes.net.br,Financeiro,RJ,grande,472,2023-01-09
ACC-01089,da Luz Fonseca - EI,cassiano.com.br,Tecnologia,RJ,media,200,2024-03-10
ACC-01090,Oliveira - ME,daconceiçãod.net.br,Educação,SC,media,174,2023-08-03
ACC-01091,Vieira,siqueirabarb.net.br,Financeiro,SP,media,193,2023-05-29
ACC-01092,Sales,cavalcanti.com.br,Saúde,RS,media,265,2023-01-20
ACC-01093,Andrade,peixotoefilh.net.br,Tecnologia,SP,pequena,134,2023-07-05
ACC-01094,Vargas Ltda.,barros.com.br,Varejo,MG,media,205,2023-03-28
ACC-01095,Campos,lopes.com.br,Indústria,PR,media,163,2023-10-18
ACC-01096,Porto e Filhos,souzarezende.com.br,Tecnologia,SP,media,289,2023-12-18
ACC-01097,Moura,aragão.org.br,Tecnologia,RJ,grande,482,2023-06-23
ACC-01098,Duarte Montenegro e Filhos,dias-ei.com.br,Indústria,RJ,pequena,95,2023-01-14
ACC-01099,Machado,cassianoarag.com.br,Tecnologia,RJ,media,311,2023-03-27
ACC-01100,Viana,câmara-me.net.br,Saúde,SP,media,169,2023-07-11
ACC-01101,Fernandes Barros - ME,casagrande.com.br,Serviços,MG,media,156,2024-06-29
ACC-01102,Barros,novaes-me.com.br,Educação,SP,pequena,136,2024-06-25
ACC-01103,Vasconcelos,montenegro.com.br,Saúde,RS,grande,360,2023-08-16
ACC-01104,Mendonça Gonçalves e Filhos,teixeiracarv.net.br,Serviços,RS,,155,2023-04-13
ACC-01105,da Cruz Barbosa Ltda.,novaispiment.com.br,Varejo,SP,grande,498,2024-05-18
ACC-01106,Camargo e Filhos,duarte.com.br,Tecnologia,RJ,pequena,119,2024-06-27
ACC-01107,Ferreira,lima.com.br,Indústria,MG,media,246,2023-05-28
ACC-01108,Vargas Ltda.,duarteferrei.net.br,Varejo,RS,grande,494,2024-03-03
ACC-01109,Macedo Aparecida S.A.,ferreirapime.org.br,Varejo,RJ,grande,482,2023-11-28
ACC-01110,Camargo e Filhos,rodriguesfre.net.br,Indústria,PR,media,185,2024-05-29
ACC-01111,da Paz Albuquerque Ltda.,dacruz-ei.com.br,Varejo,SP,media,330,2024-01-26
ACC-01112,Almeida,dasneves-me.com.br,,MG,pequena,70,2024-01-21
ACC-01113,Costela Nogueira - EI,costela.net.br,Varejo,SP,grande,494,2023-06-15
ACC-01114,Pinto,novaes.com.br,Financeiro,MG,pequena,111,2024-03-25
ACC-01115,Garcia - EI,salessampaio.com.br,Tecnologia,RJ,media,284,2024-03-23
ACC-01116,da Paz S.A.,dacunhas.a..com.br,Financeiro,RJ,media,190,2023-10-07
ACC-01117,Rezende,aragão.net.br,Serviços,GO,pequena,81,2023-09-02
ACC-01118,Ribeiro,azevedo-me.com.br,Saúde,SP,media,327,2024-02-18
ACC-01119,da Rocha e Filhos,caldeira.org.br,Indústria,BA,,453,2023-07-15
ACC-01120,Moraes,daconceição.net.br,Financeiro,SP,media,198,2023-07-14
ACC-01121,Cirino S.A.,dias-me.com.br,Financeiro,SP,pequena,123,2023-03-28
ACC-01122,Aparecida S.A.,novais.com.br,Varejo,SP,media,310,2023-04-12
ACC-01123,Gonçalves,farias.com.br,Varejo,RS,media,276,2024-06-21
ACC-01124,Fogaça,almeidaferre.com.br,Serviços,BA,media,279,2024-05-21
ACC-01125,Araújo,dacosta.com.br,Varejo,SP,media,305,2023-03-11
ACC-01126,Novais Ltda.,gomes.org.br,Indústria,SP,pequena,90,2024-03-31
ACC-01127,Borges Siqueira - ME,cassianofern.com.br,Tecnologia,SP,pequena,123,2023-01-21
ACC-01128,Lima das Neves - EI,leãodacosta-.com.br,Educação,SP,pequena,85,2023-12-13
ACC-01129,Costela Rezende S.A.,machado.com.br,Tecnologia,GO,media,263,2023-08-01
ACC-01130,Lopes Vargas S.A.,carvalhodasn.org.br,Agronegócio,SP,media,177,2023-12-11
ACC-01131,Cirino Ltda.,diasazevedo-.net.br,Serviços,SP,,124,2023-09-18
ACC-01132,Jesus,siqueiraalve.com.br,Educação,RJ,media,182,2024-05-01
ACC-01133,Cassiano,macedo.com.br,Tecnologia,PR,media,265,2023-09-19
ACC-01134,Teixeira - EI,caldeiracard.org.br,Varejo,PR,pequena,68,2023-08-28
ACC-01135,Peixoto da Conceição S.A.,pereira.org.br,Saúde,RJ,media,165,2024-03-25
ACC-01136,Carvalho,fogaças/a.com.br,Serviços,SP,pequena,146,2023-12-03
ACC-01137,Cirino,silva.org.br,,SP,media,234,2023-10-27
ACC-01138,Carvalho,mendonça.org.br,Varejo,RS,pequena,76,2024-04-29
ACC-01139,Teixeira,correiacâmar.net.br,Tecnologia,RJ,grande,380,2024-02-25
ACC-01140,Souza Rios S.A.,damata-me.com.br,Serviços,CE,pequena,102,2024-02-13
ACC-01141,Sales,azevedocaval.com.br,Financeiro,MG,media,296,2023-02-21
ACC-01142,Lima Guerra S/A,marques.com.br,Agronegócio,SP,media,192,2023-03-25
ACC-01143,Gonçalves,silveira.org.br,Serviços,outros,media,248,2023-04-12
ACC-01144,Marques,moreiras/a.com.br,,RS,media,336,2023-12-15
ACC-01145,Sousa,dacruz-ei.org.br,Varejo,GO,pequena,59,2023-05-03
ACC-01146,Correia Ltda.,novais-me.net.br,Varejo,MG,pequena,122,2024-02-18
ACC-01147,Vasconcelos,gonçalves.com.br,Serviços,RJ,pequena,114,2023-06-21
ACC-01148,Lima da Rocha - EI,martins.net.br,Financeiro,SP,media,258,2023-07-13
ACC-01149,Martins Ramos - ME,sales-ei.org.br,Varejo,SP,grande,437,2024-06-04
ACC-01150,Cirino - EI,silveira-ei.com.br,Indústria,PR,pequena,128,2023-07-18
ACC-01151,Alves,gonçalvesjes.com.br,Serviços,RJ,media,238,2023-05-30
ACC-01152,Marques Borges Ltda.,marquespasto.net.br,Serviços,SP,,334,2023-02-01
ACC-01153,Silva Siqueira S/A,sales.com.br,Varejo,outros,pequena,68,2024-06-01
ACC-01154,Porto,camargoefilh.net.br,,RJ,pequena,140,2023-10-24
ACC-01155,Siqueira,barros.net.br,Financeiro,RJ,pequena,87,2023-08-31
ACC-01156,Vargas S.A.,garcianovaes.com.br,Indústria,MG,media,320,2024-01-18
ACC-01157,Castro Casa Grande S.A.,nunes.org.br,Financeiro,RS,,160,2024-04-20
ACC-01158,Siqueira,leãoltda..com.br,Tecnologia,SP,media,162,2023-06-09
ACC-01159,Campos Cardoso S.A.,dapaz.net.br,Financeiro,SP,pequena,140,2023-04-05
ACC-01160,Marques - ME,pintoltda..org.br,Tecnologia,RJ,grande,357,2023-07-03
ACC-01161,Pereira - ME,nogueira.com.br,Educação,DF,pequena,71,2023-12-21
ACC-01162,Marques,cunhapastore.org.br,Varejo,SP,pequena,103,2023-06-22
ACC-01163,Peixoto - EI,macedo.com.br,Tecnologia,SP,media,326,2024-05-17
ACC-01164,Pinto,dacruz-ei.com.br,Agronegócio,SP,pequena,140,2023-01-30
ACC-01165,Rezende Ltda.,aragãocirino.net.br,Varejo,DF,media,177,2024-05-09
ACC-01166,Farias,casagrandes/.org.br,,DF,,57,2023-10-20
ACC-01167,Cavalcanti,aragãos/a.org.br,Tecnologia,SP,pequena,119,2024-04-07
ACC-01168,Marques Souza - EI,rochadapaz-e.com.br,Varejo,MG,grande,407,2023-06-26
ACC-01169,Vargas Ltda.,andrade.com.br,Saúde,BA,media,194,2023-12-03
ACC-01170,Azevedo,freitas.com.br,Indústria,DF,grande,411,2023-01-20
ACC-01171,da Rocha - ME,novaes.com.br,Educação,SP,media,178,2023-02-05
ACC-01172,Moura,campossalesl.org.br,Indústria,RJ,pequena,124,2024-04-22
ACC-01173,Sampaio Costela - EI,moura.org.br,Financeiro,RS,media,260,2023-06-24
ACC-01174,Mendes e Filhos,caldeira-ei.com.br,Varejo,GO,grande,413,2024-06-05
ACC-01175,da Luz,lima.net.br,,SP,grande,444,2023-11-12
ACC-01176,Moreira,cardoso.org.br,Indústria,SP,pequena,145,2024-01-30
ACC-01177,Pimenta da Conceição e Filhos,monteiro.net.br,Financeiro,SP,pequena,97,2023-02-04
ACC-01178,Campos S/A,correia.com.br,Tecnologia,SP,media,314,2023-09-18
ACC-01179,Sousa S.A.,pires.net.br,Financeiro,RJ,pequena,94,2023-10-28
ACC-01180,Farias Ltda.,jesus.com.br,Varejo,PR,media,338,2023-09-15
ACC-01181,da Cunha,albuquerquep.com.br,Educação,RJ,pequena,130,2024-05-25
ACC-01182,Vargas,dasnevesltda.org.br,Educação,DF,grande,390,2023-07-28
ACC-01183,Fernandes,camargoefilh.com.br,Saúde,RJ,pequena,120,2024-03-31
ACC-01184,Cavalcanti S.A.,silveira.com.br,Varejo,RJ,pequena,87,2024-06-05
ACC-01185,Melo,fernandes.org.br,Tecnologia,MG,media,193,2023-03-02
ACC-01186,Cassiano,ramoss.a..com.br,Indústria,RJ,pequena,105,2023-04-17
ACC-01187,Martins,nascimento.net.br,Indústria,RJ,pequena,87,2024-03-01
ACC-01188,Moreira Ltda.,souza.com.br,Serviços,PR,media,160,2023-09-07
ACC-01189,Costela - EI,novais.org.br,Varejo,SP,pequena,130,2024-04-12
ACC-01190,Azevedo,vieira.com.br,Varejo,RJ,media,271,2023-03-23
ACC-01191,Pires,damotaalvesl.net.br,Tecnologia,SP,media,151,2023-08-29
ACC-01192,Peixoto Camargo Ltda.,oliveirapere.com.br,Saúde,PR,grande,419,2024-01-16
ACC-01193,da Mata - ME,santos.org.br,Tecnologia,SP,media,239,2024-04-12
ACC-01194,Machado,monteiros.a..com.br,Agronegócio,SP,pequena,92,2023-06-08
ACC-01195,Cavalcanti,cunha.com.br,,MG,pequena,118,2023-06-03
ACC-01196,Borges Macedo - EI,freitass/a.com.br,Educação,SP,media,226,2023-05-15
ACC-01197,Correia Fernandes - ME,mendes-ei.com.br,Indústria,BA,pequena,95,2023-04-20
ACC-01198,Casa Grande,vasconcelos.com.br,Tecnologia,SP,media,303,2023-05-20
ACC-01199,Costela Silveira S/A,moreiraefilh.org.br,Saúde,RS,media,347,2023-05-11
ACC-01200,Abreu Ltda.,gomes.org.br,Indústria,SP,media,233,2024-04-30
ACC-01201,Farias - ME,rodrigues-ei.com.br,Varejo,RJ,media,327,2023-07-13
ACC-01202,Almeida,caldeira-ei.com.br,Tecnologia,SP,grande,468,2024-03-07
ACC-01203,Duarte Costa S.A.,porto.net.br,Tecnologia,MG,media,260,2023-06-23
ACC-01204,Vargas,damota.com.br,Indústria,SP,media,242,2023-08-25
ACC-01205,da Mata S.A.,rios.com.br,Saúde,SP,pequena,90,2024-03-15
ACC-01206,Costela - EI,damotacamarg.com.br,Financeiro,SP,media,169,2023-05-20
ACC-01207,da Mata,novaes.com.br,Tecnologia,SP,grande,411,2023-05-27
ACC-01208,Cavalcante Barbosa Ltda.,santosdapaz-.net.br,Serviços,SP,pequena,77,2023-01-25
ACC-01209,Aragão,nogueira.net.br,Indústria,PR,media,159,2023-05-23
ACC-01210,Caldeira - ME,alvesmeloefi.com.br,Financeiro,SP,media,319,2024-01-18
ACC-01211,Cavalcanti,borges-me.org.br,Serviços,MG,,141,2023-04-11
ACC-01212,das Neves,pimenta.com.br,Tecnologia,RJ,pequena,54,2024-06-05
ACC-01213,Sá - ME,costa.com.br,Educação,SP,grande,369,2023-05-30
ACC-01214,Marques Ltda.,borgessampai.net.br,Tecnologia,SP,pequena,56,2023-05-26
ACC-01215,Câmara Casa Grande - EI,melo.com.br,Agronegócio,SP,pequena,120,2023-03-23
ACC-01216,Cirino,fonseca.net.br,Educação,SP,pequena,57,2024-01-19
ACC-01217,Marques,viana.org.br,Educação,SC,pequena,88,2023-12-04
ACC-01218,Melo S/A,alves.org.br,Varejo,BA,pequena,149,2024-05-17
ACC-01219,Cavalcante,mendes.org.br,Varejo,MG,grande,397,2023-08-22
ACC-01220,Pereira,vargas.com.br,,SP,pequena,108,2024-01-31
ACC-01221,Duarte - EI,moraescaldei.com.br,Tecnologia,SP,media,307,2023-02-08
ACC-01222,Guerra,vieiraltda..com.br,Tecnologia,MG,pequena,71,2024-06-15
ACC-01223,Novaes Castro - ME,dacosta.com.br,Serviços,PE,media,177,2023-05-17
ACC-01224,Costela,azevedo.com.br,Indústria,BA,media,331,2023-01-19
ACC-01225,Nunes,viana.com.br,Tecnologia,PE,pequena,92,2023-02-27
ACC-01226,Cavalcanti Ribeiro e Filhos,nogueira.com.br,Financeiro,PR,pequena,119,2024-01-05
ACC-01227,Camargo,sousaefilhos.net.br,,RJ,media,192,2023-03-23
ACC-01228,Macedo S.A.,duarte.com.br,Saúde,GO,grande,485,2023-08-02
ACC-01229,Peixoto S/A,guerra.org.br,Agronegócio,SP,grande,441,2024-02-24
ACC-01230,Ramos,duarte.com.br,Saúde,PE,media,284,2023-05-26
ACC-01231,Pacheco Sá e Filhos,borgess.a..com.br,Tecnologia,SP,pequena,99,2023-09-19
ACC-01232,Machado Nascimento Ltda.,sás.a..net.br,Tecnologia,PR,pequena,140,2023-01-12
