opp_id,lead_id,account_id,first_touch_channel,stage,amount_brl,created_date,close_date,is_won,win_probability_hist,stage_prospecting_dt,stage_qualification_dt,stage_proposal_dt,stage_negotiation_dt,stage_closed_dt
OPP-01054,LEAD-005729,ACC-00325,organic_search,Closed Lost,159200.0,2024-02-27,2024-04-21,0,0.37,2024-02-27,2024-03-09,2024-04-01,2024-04-18,2024-04-21
OPP-01055,LEAD-005739,ACC-01389,direct,Closed Won,82900.0,2024-02-20,2024-03-30,1,0.272,2024-02-20,2024-03-03,2024-03-16,2024-03-17,2024-03-30
OPP-01056,LEAD-005754,ACC-01102,paid_search,Closed Lost,28300.0,2024-03-09,2024-04-08,0,0.188,2024-03-09,2024-03-23,2024-03-24,2024-04-05,2024-04-08
OPP-01057,LEAD-005758,ACC-01616,organic_search,Closed Lost,65200.0,2024-03-10,2024-05-08,0,0.277,2024-03-10,2024-03-12,2024-03-29,2024-03-30,2024-05-08
OPP-01058,LEAD-005768,ACC-00477,direct,Closed Lost,40500.0,2024-02-29,2024-04-02,0,0.286,2024-02-29,2024-03-17,2024-03-20,2024-03-31,2024-04-02
OPP-01059,LEAD-005773,ACC-00027,meta_ads,Closed Lost,27400.0,2024-03-04,2024-03-26,0,0.119,2024-03-04,2024-03-04,2024-03-10,2024-03-19,2024-03-26
OPP-01060,LEAD-005774,ACC-00571,linkedin_ads,Closed Lost,44200.0,2024-02-28,2024-05-03,0,0.327,2024-02-28,2024-03-08,2024-03-25,2024-04-19,2024-05-03
OPP-01061,LEAD-005781,ACC-01119,webinar_evento,Closed Won,201500.0,2024-02-25,2024-04-30,1,0.449,2024-02-25,2024-03-10,2024-03-14,2024-03-24,2024-04-30
OPP-01062,LEAD-005782,ACC-00342,webinar_evento,Closed Lost,228000.0,2024-03-04,2024-05-31,0,0.505,2024-03-04,2024-05-07,2024-05-26,2024-05-29,2024-05-31
OPP-01063,LEAD-005791,ACC-01752,paid_search,Closed Lost,64100.0,2024-03-02,2024-04-19,0,0.209,2024-03-02,2024-03-10,2024-03-14,2024-03-17,2024-04-19
OPP-01064,LEAD-005793,ACC-00376,email_marketing,Closed Lost,66700.0,2024-03-08,2024-04-19,0,0.231,2024-03-08,2024-04-02,2024-04-07,2024-04-12,2024-04-19
OPP-01065,LEAD-005796,ACC-01465,paid_search,Closed Lost,32100.0,2024-03-04,2024-04-26,0,0.167,2024-03-04,2024-03-17,2024-04-13,2024-04-23,2024-04-26
OPP-01066,LEAD-005808,ACC-01768,linkedin_ads,Closed Lost,235900.0,2024-02-24,2024-05-02,0,0.282,2024-02-24,2024-04-05,2024-04-12,2024-04-24,2024-05-02
OPP-01067,LEAD-005816,ACC-00240,paid_search,Closed Won,66100.0,2024-02-27,2024-04-06,1,0.24,2024-02-27,2024-03-08,2024-03-13,2024-03-31,2024-04-06
OPP-01068,LEAD-005825,ACC-00423,webinar_evento,Closed Won,49800.0,2024-03-04,2024-04-29,1,0.337,2024-03-04,2024-03-11,2024-04-04,2024-04-19,2024-04-29
OPP-01069,LEAD-005830,ACC-00910,meta_ads,Closed Lost,95100.0,2024-03-02,2024-04-15,0,0.112,2024-03-02,2024-03-12,2024-03-14,2024-04-02,2024-04-15
OPP-01070,LEAD-005833,ACC-01068,paid_search,Closed Lost,81100.0,2024-03-11,2024-04-22,0,0.199,2024-03-11,2024-03-17,2024-03-27,2024-03-29,2024-04-22
OPP-01071,LEAD-005835,ACC-00744,linkedin_ads,Closed Lost,48000.0,2024-03-13,2024-06-20,0,0.252,2024-03-13,2024-03-14,2024-05-05,2024-05-28,2024-06-20
OPP-01072,LEAD-005841,ACC-01154,webinar_evento,Closed Lost,47700.0,2024-02-27,2024-05-18,0,0.337,2024-02-27,2024-04-02,2024-04-07,2024-05-08,2024-05-18
OPP-01073,LEAD-005847,ACC-01010,webinar_evento,Closed Lost,103900.0,2024-03-04,2024-05-29,0,0.43,2024-03-04,2024-03-05,2024-05-23,2024-05-26,2024-05-29
OPP-01074,LEAD-005848,ACC-01248,organic_search,Closed Lost,66200.0,2024-02-26,2024-04-16,0,0.304,,,,,
OPP-01075,LEAD-005866,ACC-01720,linkedin_ads,Closed Lost,103500.0,2024-03-03,2024-06-17,0,0.312,2024-03-03,2024-03-16,2024-03-29,2024-06-10,2024-06-17
OPP-01076,LEAD-005877,ACC-01873,webinar_evento,Closed Won,99800.0,2024-03-17,2024-06-18,1,0.43,2024-03-17,2024-05-21,2024-05-29,2024-05-31,2024-06-18
OPP-01077,LEAD-005879,ACC-01713,organic_search,Closed Won,91400.0,2024-03-09,2024-04-27,1,0.264,2024-03-09,2024-03-23,2024-04-03,2024-04-22,2024-04-27
OPP-01078,LEAD-005882,ACC-00657,linkedin_ads,Closed Lost,109300.0,2024-03-09,2024-06-17,0,0.312,2024-03-09,2024-04-08,2024-05-07,2024-05-14,2024-06-17
OPP-01079,LEAD-005883,ACC-00223,webinar_evento,Closed Lost,49700.0,2024-03-08,2024-05-29,0,0.411,2024-03-08,2024-03-22,2024-04-02,2024-04-16,2024-05-29
OPP-01080,LEAD-005894,ACC-01087,paid_search,Closed Lost,28800.0,2024-03-04,2024-04-22,0,0.209,2024-03-04,2024-03-18,2024-03-18,2024-04-04,2024-04-22
OPP-01081,LEAD-005915,ACC-01854,organic_search,Closed Won,93600.0,2024-03-17,2024-05-20,1,0.33,2024-03-17,2024-04-09,2024-04-22,2024-04-22,2024-05-20
OPP-01082,LEAD-005917,ACC-01620,linkedin_ads,Closed Lost,43700.0,2024-03-11,2024-06-15,0,0.238,2024-03-11,2024-03-23,2024-03-23,2024-05-30,2024-06-15
OPP-01083,LEAD-005924,ACC-00736,webinar_evento,Closed Lost,120600.0,2024-03-16,2024-05-13,0,0.43,2024-03-16,2024-03-18,2024-03-30,2024-04-02,2024-05-13
OPP-01084,LEAD-005927,ACC-00707,linkedin_ads,Closed Lost,44500.0,2024-03-03,2024-06-08,0,0.238,2024-03-03,2024-03-21,2024-04-04,2024-05-13,2024-06-08
OPP-01085,LEAD-005932,ACC-01287,email_marketing,Closed Lost,38900.0,2024-03-18,2024-04-28,0,0.254,2024-03-18,2024-03-19,2024-04-21,2024-04-21,2024-04-28
OPP-01086,LEAD-005934,ACC-00447,direct,Closed Won,39100.0,2024-03-11,2024-05-05,1,0.286,2024-03-11,2024-04-02,2024-04-07,2024-04-15,2024-05-05
OPP-01087,LEAD-005938,ACC-00424,linkedin_ads,Closed Won,97400.0,2024-03-03,2024-06-03,1,0.342,2024-03-03,2024-03-11,2024-05-23,2024-05-24,2024-06-03
OPP-01088,LEAD-005940,ACC-00875,organic_search,Closed Won,32100.0,2024-03-13,2024-04-19,1,0.317,2024-03-13,2024-03-17,2024-03-30,2024-04-11,2024-04-19
OPP-01089,LEAD-005941,ACC-00077,direct,Closed Won,100700.0,2024-03-16,2024-04-24,1,0.358,,,,,
OPP-01090,LEAD-005952,ACC-01367,direct,Closed Won,95100.0,2024-03-18,2024-05-01,1,0.286,2024-03-18,2024-03-22,2024-04-06,2024-04-09,2024-05-01
OPP-01091,LEAD-005957,ACC-00901,organic_search,Closed Lost,136000.0,2024-03-11,2024-05-01,0,0.251,,,,,
OPP-01092,LEAD-005959,ACC-00937,webinar_evento,Closed Lost,106400.0,2024-03-15,2024-05-28,0,0.374,2024-03-15,2024-04-01,2024-04-14,2024-05-13,2024-05-28
OPP-01093,LEAD-005961,ACC-00325,organic_search,Closed Won,144500.0,2024-03-09,2024-04-26,1,0.37,2024-03-09,2024-03-09,2024-04-03,2024-04-17,2024-04-26
OPP-01094,LEAD-005962,ACC-00780,webinar_evento,Closed Won,131400.0,2024-03-18,2024-05-14,1,0.355,2024-03-18,2024-03-19,2024-04-15,2024-05-05,2024-05-14
OPP-01095,LEAD-005963,ACC-01943,linkedin_ads,Closed Lost,183800.0,2024-03-19,2024-05-30,0,0.356,2024-03-19,2024-03-26,2024-04-12,2024-05-29,2024-05-30
OPP-01096,LEAD-005968,ACC-01357,paid_search,Closed Lost,29100.0,2024-03-09,2024-04-19,0,0.188,2024-03-09,2024-03-09,2024-03-10,2024-03-16,2024-04-19
OPP-01097,LEAD-005970,ACC-00159,linkedin_ads,Closed Won,106000.0,2024-03-05,2024-05-30,1,0.342,2024-03-05,2024-03-16,2024-03-29,2024-04-11,2024-05-30
OPP-01098,LEAD-005972,ACC-01823,webinar_evento,Closed Won,117600.0,2024-03-14,2024-06-03,1,0.374,2024-03-14,2024-03-18,2024-05-09,2024-05-23,2024-06-03
OPP-01099,LEAD-005978,ACC-01237,linkedin_ads,Closed Won,164600.0,2024-03-04,2024-05-03,1,0.252,2024-03-04,2024-04-08,2024-04-21,2024-05-01,2024-05-03
OPP-01100,LEAD-005981,ACC-01896,organic_search,Closed Lost,165900.0,2024-03-15,2024-04-30,0,0.264,2024-03-15,2024-03-23,2024-04-05,2024-04-18,2024-04-30
OPP-01101,LEAD-005983,ACC-01016,meta_ads,Closed Lost,21400.0,2024-03-11,2024-04-08,0,0.145,2024-03-11,2024-03-18,2024-03-22,2024-04-01,2024-04-08
OPP-01102,LEAD-005986,ACC-01671,webinar_evento,Closed Lost,104400.0,2024-03-23,2024-05-12,0,0.43,2024-03-23,2024-04-26,2024-04-27,2024-05-01,2024-05-12
OPP-01103,LEAD-005998,ACC-00685,webinar_evento,Closed Won,113100.0,2024-03-21,2024-04-16,1,0.43,2024-03-21,2024-03-25,2024-03-31,2024-03-31,2024-04-16
OPP-01104,LEAD-006005,ACC-01639,webinar_evento,Closed Lost,40700.0,2024-03-17,2024-06-08,0,0.355,2024-03-17,2024-03-27,2024-04-29,2024-05-20,2024-06-08
OPP-01105,LEAD-006014,ACC-00373,organic_search,Closed Lost,131000.0,2024-03-08,2024-04-26,0,0.224,2024-03-08,2024-03-16,2024-04-01,2024-04-18,2024-04-26
OPP-01106,LEAD-006020,ACC-00739,paid_search,Closed Lost,70000.0,2024-03-25,2024-04-17,0,0.209,2024-03-25,2024-03-30,2024-03-30,2024-04-04,2024-04-17
OPP-01107,LEAD-006024,ACC-00966,organic_search,Closed Lost,31100.0,2024-03-12,2024-05-02,0,0.29,,,,,
OPP-01108,LEAD-006039,ACC-00971,webinar_evento,Closed Lost,103300.0,2024-03-25,2024-06-30,0,0.374,2024-03-25,2024-04-21,2024-06-01,2024-06-29,2024-06-30
OPP-01109,LEAD-006041,ACC-01525,paid_search,Closed Lost,76500.0,2024-03-19,2024-04-26,0,0.209,2024-03-19,2024-03-21,2024-04-07,2024-04-08,2024-04-26
OPP-01110,LEAD-006044,ACC-00408,organic_search,Closed Lost,73500.0,2024-03-18,2024-06-06,0,0.33,,,,,
OPP-01111,LEAD-006045,ACC-01594,paid_search,Closed Lost,55100.0,2024-03-26,2024-04-29,0,0.219,2024-03-26,2024-03-31,2024-04-07,2024-04-15,2024-04-29
OPP-01112,LEAD-006047,ACC-00160,linkedin_ads,Closed Lost,80700.0,2024-03-22,2024-05-30,0,0.297,2024-03-22,2024-04-01,2024-05-05,2024-05-13,2024-05-30
OPP-01113,LEAD-006056,ACC-00311,paid_search,Closed Lost,27500.0,2024-03-10,2024-05-08,0,0.209,2024-03-10,2024-03-12,2024-03-31,2024-04-04,2024-05-08
OPP-01114,LEAD-006062,ACC-01162,organic_search,Closed Won,33400.0,2024-03-27,2024-05-23,1,0.29,2024-03-27,2024-04-06,2024-05-01,2024-05-08,2024-05-23
OPP-01115,LEAD-006067,ACC-01870,meta_ads,Closed Lost,25200.0,2024-03-13,2024-04-17,0,0.132,2024-03-13,2024-03-17,2024-04-05,2024-04-08,2024-04-17
OPP-01116,LEAD-006073,ACC-00228,linkedin_ads,Closed Won,237100.0,2024-03-26,2024-06-06,1,0.297,2024-03-26,2024-04-06,2024-05-11,2024-05-13,2024-06-06
OPP-01117,LEAD-006076,ACC-00941,paid_search,Closed Lost,33400.0,2024-03-20,2024-04-28,0,0.23,2024-03-20,2024-03-31,2024-04-01,2024-04-25,2024-04-28
OPP-01118,LEAD-006077,ACC-01077,paid_search,Closed Lost,76400.0,2024-03-18,2024-04-22,0,0.23,2024-03-18,2024-04-04,2024-04-05,2024-04-10,2024-04-22
OPP-01119,LEAD-006086,ACC-01919,paid_search,Closed Lost,26400.0,2024-03-21,2024-05-04,0,0.23,2024-03-21,2024-03-22,2024-03-23,2024-04-25,2024-05-04
OPP-01120,LEAD-006092,ACC-01982,organic_search,Closed Lost,94200.0,2024-03-23,2024-05-12,0,0.264,2024-03-23,2024-04-09,2024-04-20,2024-04-26,2024-05-12
OPP-01121,LEAD-006104,ACC-01278,organic_search,Closed Lost,33600.0,2024-03-15,2024-05-15,0,0.317,2024-03-15,2024-04-25,2024-05-03,2024-05-13,2024-05-15
OPP-01122,LEAD-006115,ACC-01773,paid_search,Closed Lost,81000.0,2024-03-23,2024-04-25,0,0.24,2024-03-23,2024-04-02,2024-04-02,2024-04-14,2024-04-25
OPP-01123,LEAD-006127,ACC-00624,organic_search,Closed Won,87100.0,2024-03-20,2024-05-16,1,0.296,2024-03-20,2024-03-29,2024-04-28,2024-05-11,2024-05-16
OPP-01124,LEAD-006130,ACC-01136,direct,Closed Lost,40300.0,2024-03-31,2024-05-01,0,0.286,2024-03-31,2024-04-14,2024-04-14,2024-04-14,2024-05-01
OPP-01125,LEAD-006133,ACC-01487,direct,Closed Won,34500.0,2024-03-21,2024-04-27,1,0.343,2024-03-21,2024-03-30,2024-04-13,2024-04-16,2024-04-27
OPP-01126,LEAD-006136,ACC-00221,direct,Closed Lost,78700.0,2024-03-19,2024-05-03,0,0.272,2024-03-19,2024-03-23,2024-04-14,2024-04-15,2024-05-03
OPP-01127,LEAD-006137,ACC-00200,paid_search,Closed Won,34400.0,2024-03-20,2024-05-04,1,0.251,2024-03-20,2024-03-28,2024-03-29,2024-04-06,2024-05-04
OPP-01128,LEAD-006138,ACC-00397,linkedin_ads,Closed Won,120300.0,2024-03-25,2024-06-06,1,0.297,2024-03-25,2024-04-15,2024-05-10,2024-05-29,2024-06-06
OPP-01129,LEAD-006139,ACC-01147,linkedin_ads,Closed Lost,47100.0,2024-03-30,2024-06-17,0,0.297,2024-03-30,2024-04-01,2024-04-04,2024-04-24,2024-06-17
OPP-01130,LEAD-006140,ACC-00616,linkedin_ads,Closed Lost,54400.0,2024-03-24,2024-05-16,0,0.356,2024-03-24,2024-04-03,2024-04-07,2024-04-08,2024-05-16
OPP-01131,LEAD-006141,ACC-00577,webinar_evento,Closed Won,129300.0,2024-03-31,2024-06-09,1,0.374,2024-03-31,2024-04-19,2024-04-22,2024-05-06,2024-06-09
OPP-01132,LEAD-006142,ACC-00924,webinar_evento,Closed Lost,45300.0,2024-03-28,2024-06-16,0,0.374,2024-03-28,2024-04-19,2024-04-24,2024-06-04,2024-06-16
OPP-01133,LEAD-006149,ACC-01099,direct,Closed Lost,101600.0,2024-03-31,2024-04-22,0,0.329,2024-03-31,2024-04-10,2024-04-11,2024-04-17,2024-04-22
OPP-01134,LEAD-006150,ACC-00900,linkedin_ads,Closed Lost,198500.0,2024-03-23,2024-06-14,0,0.297,2024-03-23,2024-04-04,2024-06-08,2024-06-09,2024-06-14
OPP-01135,LEAD-006160,ACC-00681,webinar_evento,Closed Lost,41600.0,2024-03-30,2024-07-27,0,0.449,2024-03-30,2024-04-07,2024-05-04,2024-07-17,2024-07-27
OPP-01136,LEAD-006180,ACC-01292,paid_search,Closed Won,68400.0,2024-03-25,2024-04-29,1,0.209,2024-03-25,2024-03-30,2024-03-30,2024-04-11,2024-04-29
OPP-01137,LEAD-006184,ACC-00274,organic_search,Closed Lost,70200.0,2024-04-02,2024-05-14,0,0.264,2024-04-02,2024-04-04,2024-04-28,2024-05-03,2024-05-14
OPP-01138,LEAD-006190,ACC-00767,paid_search,Closed Won,138100.0,2024-03-21,2024-05-01,1,0.282,2024-03-21,2024-03-30,2024-04-02,2024-04-07,2024-05-01
OPP-01139,LEAD-006196,ACC-01389,organic_search,Closed Lost,83000.0,2024-03-24,2024-05-30,0,0.251,2024-03-24,2024-04-17,2024-04-18,2024-04-19,2024-05-30
OPP-01140,LEAD-006201,ACC-00274,organic_search,Closed Lost,54900.0,2024-03-29,2024-05-22,0,0.264,2024-03-29,2024-04-06,2024-05-08,2024-05-19,2024-05-22
OPP-01141,LEAD-006209,ACC-00580,organic_search,Closed Lost,87000.0,2024-03-19,2024-05-19,0,0.264,2024-03-19,2024-04-14,2024-04-28,2024-05-02,2024-05-19
OPP-01142,LEAD-006211,ACC-00430,meta_ads,Closed Lost,49100.0,2024-04-04,2024-05-15,0,0.152,2024-04-04,2024-04-04,2024-04-09,2024-05-02,2024-05-15
OPP-01143,LEAD-006223,ACC-01425,organic_search,Closed Won,141300.0,2024-03-26,2024-05-06,1,0.264,2024-03-26,2024-03-28,2024-04-06,2024-05-04,2024-05-06
OPP-01144,LEAD-006224,ACC-00009,meta_ads,Closed Lost,57700.0,2024-04-01,2024-05-17,0,0.165,2024-04-01,2024-04-22,2024-05-02,2024-05-14,2024-05-17
OPP-01145,LEAD-006225,ACC-00587,organic_search,Closed Lost,57500.0,2024-03-21,2024-05-14,0,0.29,2024-03-21,2024-04-17,2024-04-29,2024-04-30,2024-05-14
OPP-01146,LEAD-006226,ACC-00282,paid_search,Closed Lost,115700.0,2024-04-04,2024-05-01,0,0.209,2024-04-04,2024-04-07,2024-04-07,2024-04-15,2024-05-01
OPP-01147,LEAD-006228,ACC-01708,organic_search,Closed Won,67900.0,2024-03-28,2024-05-15,1,0.264,2024-03-28,2024-04-12,2024-04-14,2024-05-01,2024-05-15
OPP-01148,LEAD-006233,ACC-00360,meta_ads,Closed Won,59000.0,2024-03-19,2024-04-26,1,0.132,2024-03-19,2024-04-03,2024-04-20,2024-04-23,2024-04-26
OPP-01149,LEAD-006242,ACC-01542,organic_search,Closed Won,26500.0,2024-03-26,2024-05-29,1,0.251,2024-03-26,2024-04-20,2024-04-26,2024-05-23,2024-05-29
OPP-01150,LEAD-006254,ACC-00546,webinar_evento,Closed Lost,59900.0,2024-03-26,2024-05-09,0,0.449,2024-03-26,2024-04-05,2024-04-18,2024-04-21,2024-05-09
OPP-01151,LEAD-006256,ACC-00371,organic_search,Closed Won,82600.0,2024-03-26,2024-05-31,1,0.304,2024-03-26,2024-05-13,2024-05-13,2024-05-24,2024-05-31
OPP-01152,LEAD-006259,ACC-00693,organic_search,Closed Lost,70800.0,2024-03-31,2024-05-18,0,0.29,2024-03-31,2024-04-24,2024-04-29,2024-05-13,2024-05-18
OPP-01153,LEAD-006267,ACC-00153,webinar_evento,Closed Lost,102300.0,2024-04-03,2024-07-03,0,0.43,2024-04-03,2024-04-26,2024-05-21,2024-06-16,2024-07-03
OPP-01154,LEAD-006284,ACC-01590,webinar_evento,Closed Lost,52700.0,2024-04-06,2024-06-24,0,0.299,2024-04-06,2024-04-08,2024-04-13,2024-04-19,2024-06-24
OPP-01155,LEAD-006286,ACC-00777,webinar_evento,Closed Lost,185000.0,2024-03-27,2024-06-05,0,0.411,2024-03-27,2024-04-07,2024-05-08,2024-05-24,2024-06-05
OPP-01156,LEAD-006289,ACC-01476,linkedin_ads,Closed Lost,51700.0,2024-04-08,2024-06-22,0,0.267,2024-04-08,2024-05-16,2024-06-05,2024-06-11,2024-06-22
OPP-01157,LEAD-006291,ACC-00834,webinar_evento,Closed Won,41200.0,2024-03-30,2024-07-05,1,0.374,2024-03-30,2024-05-03,2024-06-25,2024-06-28,2024-07-05
OPP-01158,LEAD-006294,ACC-01923,meta_ads,Closed Lost,80600.0,2024-04-02,2024-05-02,0,0.145,2024-04-02,2024-04-02,2024-04-20,2024-04-25,2024-05-02
OPP-01159,LEAD-006298,ACC-01178,webinar_evento,Closed Won,85800.0,2024-03-25,2024-06-22,1,0.43,2024-03-25,2024-03-29,2024-05-12,2024-06-13,2024-06-22
OPP-01160,LEAD-006305,ACC-01308,direct,Closed Won,204700.0,2024-03-31,2024-04-30,1,0.243,2024-03-31,2024-04-02,2024-04-07,2024-04-09,2024-04-30
OPP-01161,LEAD-006308,ACC-01971,linkedin_ads,Closed Lost,191200.0,2024-04-01,2024-06-19,0,0.252,2024-04-01,2024-04-12,2024-05-10,2024-05-21,2024-06-19
OPP-01162,LEAD-006313,ACC-01760,webinar_evento,Closed Lost,119200.0,2024-04-02,2024-06-15,0,0.374,,,,,
OPP-01163,LEAD-006318,ACC-00037,paid_search,Closed Won,83900.0,2024-03-26,2024-05-09,1,0.199,2024-03-26,2024-04-02,2024-04-14,2024-05-07,2024-05-09
OPP-01164,LEAD-006330,ACC-00109,organic_search,Closed Lost,143600.0,2024-04-02,2024-05-20,0,0.224,2024-04-02,2024-04-13,2024-04-15,2024-05-12,2024-05-20
OPP-01165,LEAD-006339,ACC-00300,paid_search,Closed Lost,111600.0,2024-04-06,2024-05-09,0,0.24,2024-04-06,2024-04-15,2024-04-17,2024-04-25,2024-05-09
OPP-01166,LEAD-006343,ACC-01955,paid_search,Closed Won,67700.0,2024-04-03,2024-04-26,1,0.261,,,,,
OPP-01167,LEAD-006344,ACC-01527,organic_search,Closed Lost,31200.0,2024-04-04,2024-05-24,0,0.211,2024-04-04,2024-04-16,2024-04-29,2024-05-17,2024-05-24
OPP-01168,LEAD-006348,ACC-00848,paid_search,Closed Lost,29900.0,2024-04-03,2024-05-13,0,0.23,2024-04-03,2024-04-11,2024-04-25,2024-05-11,2024-05-13
OPP-01169,LEAD-006353,ACC-00518,organic_search,Closed Lost,94800.0,2024-04-08,2024-06-20,0,0.304,2024-04-08,2024-04-23,2024-04-23,2024-06-10,2024-06-20
OPP-01170,LEAD-006354,ACC-00257,paid_search,Closed Lost,127800.0,2024-04-02,2024-04-27,0,0.282,2024-04-02,2024-04-09,2024-04-13,2024-04-18,2024-04-27
OPP-01171,LEAD-006356,ACC-00824,paid_search,Closed Lost,81800.0,2024-04-01,2024-05-29,0,0.199,2024-04-01,2024-04-04,2024-04-04,2024-05-10,2024-05-29
OPP-01172,LEAD-006361,ACC-01758,meta_ads,Closed Lost,63900.0,2024-03-28,2024-04-25,0,0.132,2024-03-28,2024-03-30,2024-04-07,2024-04-14,2024-04-25
OPP-01173,LEAD-006365,ACC-00388,direct,Closed Lost,45100.0,2024-04-10,2024-05-27,0,0.315,2024-04-10,2024-05-10,2024-05-16,2024-05-16,2024-05-27
OPP-01174,LEAD-006366,ACC-01085,linkedin_ads,Closed Lost,46100.0,2024-04-08,2024-06-25,0,0.356,2024-04-08,2024-05-07,2024-06-13,2024-06-21,2024-06-25
OPP-01175,LEAD-006369,ACC-01042,organic_search,Closed Won,93000.0,2024-04-05,2024-05-27,1,0.264,2024-04-05,2024-04-19,2024-04-26,2024-05-01,2024-05-27
OPP-01176,LEAD-006374,ACC-00843,organic_search,Closed Lost,80700.0,2024-04-05,2024-05-25,0,0.264,2024-04-05,2024-04-06,2024-04-12,2024-05-13,2024-05-25
OPP-01177,LEAD-006375,ACC-01509,webinar_evento,Closed Lost,131400.0,2024-04-05,2024-07-05,0,0.393,2024-04-05,2024-06-21,2024-06-21,2024-06-21,2024-07-05
OPP-01178,LEAD-006384,ACC-01600,linkedin_ads,Closed Lost,47600.0,2024-03-28,2024-05-20,0,0.252,2024-03-28,2024-04-13,2024-05-12,2024-05-18,2024-05-20
OPP-01179,LEAD-006392,ACC-00555,paid_search,Closed Lost,74200.0,2024-04-06,2024-05-14,0,0.209,2024-04-06,2024-04-13,2024-04-23,2024-04-28,2024-05-14
OPP-01180,LEAD-006396,ACC-00956,webinar_evento,Closed Won,102000.0,2024-03-28,2024-06-19,1,0.374,2024-03-28,2024-04-20,2024-05-13,2024-06-10,2024-06-19
OPP-01181,LEAD-006397,ACC-00805,paid_search,Closed Lost,33900.0,2024-04-11,2024-05-31,0,0.23,2024-04-11,2024-04-24,2024-05-25,2024-05-29,2024-05-31
OPP-01182,LEAD-006407,ACC-01091,paid_search,Closed Lost,75300.0,2024-04-09,2024-06-03,0,0.261,2024-04-09,2024-04-21,2024-04-30,2024-05-15,2024-06-03
OPP-01183,LEAD-006410,ACC-00449,direct,Closed Lost,94800.0,2024-03-30,2024-05-17,0,0.286,2024-03-30,2024-04-07,2024-04-10,2024-04-10,2024-05-17
OPP-01184,LEAD-006415,ACC-00551,direct,Closed Lost,88000.0,2024-04-03,2024-05-02,0,0.329,2024-04-03,2024-04-05,2024-04-06,2024-04-26,2024-05-02
OPP-01185,LEAD-006421,ACC-00701,linkedin_ads,Closed Won,92600.0,2024-03-30,2024-06-16,1,0.297,2024-03-30,2024-04-08,2024-04-21,2024-05-21,2024-06-16
OPP-01186,LEAD-006422,ACC-01064,linkedin_ads,Closed Lost,87000.0,2024-03-31,2024-07-09,0,0.371,2024-03-31,2024-04-14,2024-06-08,2024-07-01,2024-07-09
OPP-01187,LEAD-006427,ACC-01648,email_marketing,Closed Lost,92100.0,2024-04-02,2024-05-28,0,0.231,2024-04-02,2024-04-17,2024-04-23,2024-04-24,2024-05-28
OPP-01188,LEAD-006429,ACC-00637,meta_ads,Closed Lost,25500.0,2024-04-10,2024-05-02,0,0.132,2024-04-10,2024-04-13,2024-04-17,2024-04-18,2024-05-02
OPP-01189,LEAD-006438,ACC-01069,webinar_evento,Closed Won,125900.0,2024-04-06,2024-06-26,1,0.374,2024-04-06,2024-04-26,2024-05-01,2024-06-15,2024-06-26
OPP-01190,LEAD-006448,ACC-01937,webinar_evento,Closed Won,42500.0,2024-04-05,2024-05-31,1,0.318,2024-04-05,2024-04-07,2024-05-06,2024-05-23,2024-05-31
OPP-01191,LEAD-006452,ACC-01694,organic_search,Closed Lost,79200.0,2024-04-10,2024-06-11,0,0.264,2024-04-10,2024-04-27,2024-05-15,2024-06-04,2024-06-11
OPP-01192,LEAD-006453,ACC-00299,paid_search,Closed Lost,28900.0,2024-04-06,2024-05-19,0,0.178,,,,,
OPP-01193,LEAD-006455,ACC-00030,paid_search,Closed Won,136800.0,2024-04-02,2024-04-22,1,0.23,2024-04-02,2024-04-06,2024-04-06,2024-04-10,2024-04-22
OPP-01194,LEAD-006464,ACC-01972,organic_search,Closed Won,39800.0,2024-04-04,2024-05-29,1,0.29,2024-04-04,2024-04-06,2024-04-06,2024-04-13,2024-05-29
OPP-01195,LEAD-006469,ACC-00469,webinar_evento,Closed Lost,41200.0,2024-04-13,2024-05-30,0,0.337,2024-04-13,2024-05-08,2024-05-11,2024-05-22,2024-05-30
OPP-01196,LEAD-006475,ACC-01493,webinar_evento,Closed Won,48000.0,2024-04-08,2024-06-26,1,0.411,2024-04-08,2024-04-17,2024-04-28,2024-05-27,2024-06-26
OPP-01197,LEAD-006480,ACC-00456,email_marketing,Closed Won,158000.0,2024-04-10,2024-05-07,1,0.254,2024-04-10,2024-04-16,2024-04-17,2024-04-19,2024-05-07
OPP-01198,LEAD-006481,ACC-01456,webinar_evento,Closed Won,186000.0,2024-04-05,2024-06-07,1,0.449,2024-04-05,2024-04-06,2024-04-22,2024-05-03,2024-06-07
OPP-01199,LEAD-006487,ACC-01788,organic_search,Closed Lost,41200.0,2024-04-01,2024-06-02,0,0.317,2024-04-01,2024-04-23,2024-04-28,2024-05-12,2024-06-02
OPP-01200,LEAD-006490,ACC-01364,paid_search,Closed Lost,27300.0,2024-04-05,2024-05-05,0,0.23,2024-04-05,2024-04-08,2024-04-11,2024-04-30,2024-05-05
OPP-01201,LEAD-006495,ACC-01800,webinar_evento,Closed Lost,102900.0,2024-04-13,2024-06-18,0,0.43,2024-04-13,2024-05-15,2024-06-15,2024-06-16,2024-06-18
OPP-01202,LEAD-006498,ACC-00270,linkedin_ads,Closed Lost,115500.0,2024-04-11,2024-07-01,0,0.297,2024-04-11,2024-04-18,2024-04-25,2024-04-26,2024-07-01
