session_id,user_pseudo_id,session_date,session_datetime,channel,utm_source,utm_medium,campaign,landing_page,device_category,engagement_time_sec,events_per_session,is_bounce,lead_id
SES-00005239,user_0065072,2024-04-22,2024-04-22T14:02:00,organic_search,google,organic,,/lp/demo-gratis,mobile,254,10,1,
SES-00110613,user_0093940,2024-04-22,2024-04-22T14:03:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,355,8,0,
SES-00006264,user_0033563,2024-04-22,2024-04-22T14:03:00,meta_ads,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,mobile,197,7,1,
SES-00135983,user_0087834,2024-04-22,2024-04-22T14:05:00,webinar_evento,webinar,evento,campanha_natal_2024,/lp/demo-gratis,mobile,188,7,0,
SES-00106927,user_0016721,2024-04-22,2024-04-22T14:05:00,paid_search,google,cpc,google_branded_2024,/lp/roi-calculator,mobile,141,8,1,
SES-00111491,user_0021247,2024-04-22,2024-04-22T14:09:00,meta_ads,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,desktop,95,1,1,
SES-00028437,user_0017956,2024-04-22,2024-04-22T14:16:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q2_2024,/lp/comparativo-erp,desktop,336,8,0,
SES-00131312,user_0018511,2024-04-22,2024-04-22T14:16:00,organic_search,google,organic,,/lp/demo-gratis,mobile,146,8,0,
SES-00050161,user_0059719,2024-04-22,2024-04-22T14:19:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,desktop,85,1,1,
SES-00070351,user_0075599,2024-04-22,2024-04-22T14:20:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,270,11,1,
SES-00091510,user_0027397,2024-04-22,2024-04-22T14:21:00,paid_search,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,tablet,241,8,1,
SES-00125865,user_0065714,2024-04-22,2024-04-22T14:23:00,organic_search,google,organic,,/lp/demo-gratis,desktop,5,5,1,
SES-00086935,user_0025661,2024-04-22,2024-04-22T14:24:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q2_2024,/lp/comparativo-erp,desktop,352,6,1,
SES-00135578,user_0031301,2024-04-22,2024-04-22T14:26:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,193,6,0,
SES-00102628,user_0067312,2024-04-22,2024-04-22T14:27:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q2_2024,/lp/comparativo-erp,desktop,160,10,1,
SES-00015854,user_0068614,2024-04-22,2024-04-22T14:27:00,meta_ads,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,mobile,225,1,1,
SES-00132430,user_0018462,2024-04-22,2024-04-22T14:30:00,organic_search,google,organic,,/lp/demo-gratis,mobile,182,3,1,
SES-00026836,user_0048475,2024-04-22,2024-04-22T14:32:00,email_marketing,email,email,newsletter_mensal_04_2024,/webinar/integracao-erp-ao-vivo,mobile,221,8,0,
SES-00012099,user_0049389,2024-04-22,2024-04-22T14:32:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2024,/lp/comparativo-erp,mobile,205,10,1,
SES-00059981,user_0023803,2024-04-22,2024-04-22T14:33:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2024,/lp/comparativo-erp,desktop,251,10,1,
SES-00122302,user_0021345,2024-04-22,2024-04-22T14:33:00,paid_search,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,mobile,228,6,0,
SES-00032281,user_0064602,2024-04-22,2024-04-22T14:34:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,437,12,0,
SES-00103982,user_0087701,2024-04-22,2024-04-22T14:34:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,desktop,240,9,1,
SES-00140159,user_0064897,2024-04-22,2024-04-22T14:36:00,paid_search,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,desktop,272,5,1,
SES-00124206,user_0072797,2024-04-22,2024-04-22T14:36:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2024,/lp/comparativo-erp,desktop,254,9,0,
SES-00043768,user_0043119,2024-04-22,2024-04-22T14:36:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,174,5,0,
SES-00012363,user_0001631,2024-04-22,2024-04-22T14:39:00,email_marketing,email,email,campanha_email_04-2024,/webinar/integracao-erp-ao-vivo,mobile,196,4,0,
SES-00116070,user_0091840,2024-04-22,2024-04-22T14:39:00,paid_search,google,cpc,pesquisa_concorrentes_q2_2024,/lp/roi-calculator,desktop,5,4,1,
SES-00107972,user_0084965,2024-04-22,2024-04-22T14:44:00,email_marketing,email,email,newsletter_mensal_04_2024,/webinar/integracao-erp-ao-vivo,desktop,261,6,1,
SES-00063790,user_0020974,2024-04-22,2024-04-22T14:44:00,direct,(direct),(none),(not set),/lp/comparativo-erp,mobile,190,1,1,LEAD-006809
SES-00141599,user_0020841,2024-04-22,2024-04-22T14:44:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q2_2024,/lp/comparativo-erp,mobile,5,2,1,LEAD-006810
SES-00074356,user_0006632,2024-04-22,2024-04-22T14:46:00,meta_ads,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,desktop,298,4,1,
SES-00030995,user_0063217,2024-04-22,2024-04-22T14:49:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,5,3,0,
SES-00006241,user_0062379,2024-04-22,2024-04-22T14:50:00,organic_search,google,organic,,/lp/demo-gratis,mobile,72,1,1,
SES-00114248,user_0069776,2024-04-22,2024-04-22T14:51:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q2_2024,/lp/comparativo-erp,desktop,273,2,1,
SES-00056978,user_0087781,2024-04-22,2024-04-22T14:52:00,paid_search,google,cpc,google_branded_2024,/lp/roi-calculator,desktop,468,5,1,
SES-00124948,user_0051366,2024-04-22,2024-04-22T14:53:00,email_marketing,email,email,email_reengajamento_q2_2024,/webinar/integracao-erp-ao-vivo,desktop,162,13,0,
SES-00092517,user_0009184,2024-04-22,2024-04-22T15:00:00,direct,(direct),(none),(direct),/lp/comparativo-erp,mobile,178,5,1,
SES-00071759,user_0017740,2024-04-22,2024-04-22T15:00:00,meta_ads,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,desktop,106,4,0,
SES-00066833,user_0070512,2024-04-22,2024-04-22T15:03:00,email_marketing,email,email,email_nurture_leads_2024,/webinar/integracao-erp-ao-vivo,desktop,254,10,1,
SES-00012071,user_0059819,2024-04-22,2024-04-22T15:03:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,mobile,182,1,0,
SES-00135158,user_0035333,2024-04-22,2024-04-22T15:07:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,213,5,1,
SES-00114717,user_0053967,2024-04-22,2024-04-22T15:08:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,5,3,0,
SES-00100560,user_0015630,2024-04-22,2024-04-22T15:10:00,organic_search,google,organic,,/lp/demo-gratis,desktop,117,1,1,
SES-00104637,user_0010993,2024-04-22,2024-04-22T15:10:00,webinar_evento,webinar,evento,black_friday_2023,/lp/demo-gratis,mobile,228,10,0,
SES-00036140,user_0052364,2024-04-22,2024-04-22T15:12:00,meta_ads,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,mobile,58,3,1,
SES-00134208,user_0070195,2024-04-22,2024-04-22T15:13:00,paid_search,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,desktop,156,7,1,
SES-00076817,user_0003335,2024-04-22,2024-04-22T15:14:00,organic_search,google,organic,,/lp/demo-gratis,desktop,235,6,0,
SES-00137670,user_0040205,2024-04-22,2024-04-22T15:20:00,meta_ads,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,desktop,282,8,0,
SES-00045231,user_0073513,2024-04-22,2024-04-22T15:22:00,paid_search,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,mobile,142,8,1,
SES-00104307,user_0006492,2024-04-22,2024-04-22T15:22:00,paid_search,google,cpc,pesquisa_concorrentes_q2_2024,/lp/roi-calculator,tablet,98,6,0,
SES-00045586,user_0021676,2024-04-22,2024-04-22T15:23:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,desktop,345,14,1,
SES-00093527,user_0053894,2024-04-22,2024-04-22T15:23:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,desktop,312,15,0,
SES-00014677,user_0037711,2024-04-22,2024-04-22T15:26:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,desktop,181,5,0,
SES-00066545,user_0018203,2024-04-22,2024-04-22T15:26:00,meta_ads,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,desktop,185,1,1,
SES-00054275,user_0032629,2024-04-22,2024-04-22T15:27:00,webinar_evento,webinar,evento,bf-23,/lp/demo-gratis,desktop,145,8,1,
SES-00093515,user_0039915,2024-04-22,2024-04-22T15:27:00,webinar_evento,webinar,evento,bf-23,/lp/demo-gratis,mobile,5,5,0,
SES-00096905,user_0090864,2024-04-22,2024-04-22T15:29:00,paid_search,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,desktop,99,1,1,
SES-00042787,user_0000277,2024-04-22,2024-04-22T15:29:00,paid_search,google,cpc,pesquisa_concorrentes_q2_2024,/lp/roi-calculator,mobile,285,7,0,LEAD-006811
SES-00099461,user_0064908,2024-04-22,2024-04-22T15:30:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2024,/lp/comparativo-erp,desktop,56,3,0,
SES-00034725,user_0068092,2024-04-22,2024-04-22T15:31:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,358,5,0,
SES-00106549,user_0094253,2024-04-22,2024-04-22T15:31:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,244,7,1,
SES-00044363,user_0052040,2024-04-22,2024-04-22T15:33:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,mobile,466,10,1,
SES-00100404,user_0058496,2024-04-22,2024-04-22T15:36:00,paid_search,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,mobile,246,6,0,
SES-00091345,user_0087971,2024-04-22,2024-04-22T15:36:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,137,6,1,
SES-00026449,user_0027651,2024-04-22,2024-04-22T15:37:00,meta_ads,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,desktop,111,7,1,
SES-00045310,user_0026156,2024-04-22,2024-04-22T15:37:00,organic_search,google,organic,,/lp/demo-gratis,mobile,133,6,1,
SES-00140056,user_0051396,2024-04-22,2024-04-22T15:38:00,meta_ads,facebook,paid_social,meta_awareness_2024,/lp/trial-30-dias,desktop,93,3,1,
SES-00110315,user_0032683,2024-04-22,2024-04-22T15:39:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,mobile,319,6,1,
SES-00023628,user_0086559,2024-04-22,2024-04-22T15:39:00,email_marketing,email,email,email_nurture_leads_2024,/webinar/integracao-erp-ao-vivo,desktop,94,2,0,
SES-00064795,user_0053380,2024-04-22,2024-04-22T15:43:00,organic_search,google,organic,,/lp/demo-gratis,desktop,54,1,0,
SES-00003615,user_0089144,2024-04-22,2024-04-22T15:47:00,meta_ads,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,desktop,320,12,0,
SES-00132738,user_0012241,2024-04-22,2024-04-22T15:49:00,paid_search,google,cpc,pesquisa_concorrentes_q2_2024,/lp/roi-calculator,desktop,190,1,1,
SES-00067529,user_0026204,2024-04-22,2024-04-22T15:49:00,organic_search,google,organic,,/lp/demo-gratis,desktop,184,8,0,
SES-00032449,user_0005174,2024-04-22,2024-04-22T15:50:00,paid_search,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,mobile,35,2,0,
SES-00048613,user_0050067,2024-04-22,2024-04-22T15:52:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q2_2024,/lp/comparativo-erp,mobile,88,3,0,
SES-00119810,user_0018049,2024-04-22,2024-04-22T15:53:00,meta_ads,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,mobile,288,8,0,
SES-00133268,user_0086611,2024-04-22,2024-04-22T15:53:00,email_marketing,email,email,email_nurture_leads_2024,/webinar/integracao-erp-ao-vivo,mobile,539,12,0,
SES-00088342,user_0063647,2024-04-22,2024-04-22T15:53:00,paid_search,google,cpc,google_branded_2024,/lp/roi-calculator,desktop,134,7,0,
SES-00028689,user_0023883,2024-04-22,2024-04-22T15:54:00,paid_search,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,desktop,70,5,1,LEAD-006813
SES-00077369,user_0092803,2024-04-22,2024-04-22T15:55:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2024,/lp/comparativo-erp,desktop,15,3,0,
SES-00084535,user_0069241,2024-04-22,2024-04-22T15:55:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,121,2,1,
SES-00074090,user_0039555,2024-04-22,2024-04-22T15:58:00,meta_ads,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,desktop,135,5,1,
SES-00095326,user_0001254,2024-04-22,2024-04-22T15:59:00,paid_search,google,cpc,pesquisa_concorrentes_q2_2024,/lp/roi-calculator,mobile,61,1,1,
SES-00111254,user_0057808,2024-04-22,2024-04-22T16:00:00,paid_search,google,cpc,pesquisa_concorrentes_q2_2024,/lp/roi-calculator,desktop,243,6,0,
SES-00109371,user_0037747,2024-04-22,2024-04-22T16:01:00,paid_search,google,cpc,pesquisa_concorrentes_q2_2024,/lp/roi-calculator,desktop,329,8,0,
SES-00060132,user_0010028,2024-04-22,2024-04-22T16:02:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,105,2,1,
SES-00051996,user_0002379,2024-04-22,2024-04-22T16:05:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,354,7,1,
SES-00074193,user_0032218,2024-04-22,2024-04-22T16:05:00,webinar_evento,webinar,evento,campanha_natal_2024,/lp/demo-gratis,mobile,81,2,1,
SES-00094451,user_0077847,2024-04-22,2024-04-22T16:07:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2024,/lp/comparativo-erp,desktop,290,9,1,
SES-00064102,user_0029358,2024-04-22,2024-04-22T16:08:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,368,7,1,
SES-00039261,user_0094108,2024-04-22,2024-04-22T16:08:00,paid_search,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,desktop,373,10,0,
SES-00029836,user_0072664,2024-04-22,2024-04-22T16:10:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,378,12,0,
SES-00048086,user_0024989,2024-04-22,2024-04-22T16:12:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,desktop,156,5,1,
SES-00109753,user_0000433,2024-04-22,2024-04-22T16:12:00,meta_ads,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,desktop,200,6,0,
SES-00129554,user_0090705,2024-04-22,2024-04-22T16:13:00,webinar_evento,webinar,evento,evento_crm_gestores_q2,/lp/demo-gratis,desktop,144,6,0,
SES-00055863,user_0081678,2024-04-22,2024-04-22T16:14:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,131,8,0,
SES-00057285,user_0060684,2024-04-22,2024-04-22T16:18:00,direct,(direct),(none),(direct),/lp/comparativo-erp,desktop,365,10,0,
SES-00124222,user_0042742,2024-04-22,2024-04-22T16:18:00,linkedin_ads,linkedin,paid_social,linkedin_decisores_ti_2024,/lp/comparativo-erp,desktop,5,1,1,
SES-00044537,user_0058921,2024-04-22,2024-04-22T16:20:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,desktop,5,6,1,
SES-00047267,user_0010416,2024-04-22,2024-04-22T16:24:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,103,1,1,
SES-00121329,user_0043818,2024-04-22,2024-04-22T16:26:00,paid_search,google,cpc,pesquisa_concorrentes_q2_2024,/lp/roi-calculator,desktop,249,6,1,
SES-00137009,user_0055047,2024-04-22,2024-04-22T16:27:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,84,10,1,
SES-00019998,user_0090700,2024-04-22,2024-04-22T16:28:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,272,2,0,
SES-00088548,user_0084414,2024-04-22,2024-04-22T16:28:00,meta_ads,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,mobile,152,5,0,
SES-00077854,user_0034939,2024-04-22,2024-04-22T16:28:00,meta_ads,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,desktop,244,8,0,
SES-00089375,user_0079186,2024-04-22,2024-04-22T16:30:00,paid_search,google,cpc,pesquisa_concorrentes_q2_2024,/lp/roi-calculator,desktop,189,2,0,
SES-00064126,user_0031654,2024-04-22,2024-04-22T16:31:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2024,/lp/comparativo-erp,desktop,61,3,1,
SES-00013332,user_0070038,2024-04-22,2024-04-22T16:34:00,organic_search,google,organic,,/lp/demo-gratis,mobile,221,4,1,
SES-00096064,user_0023203,2024-04-22,2024-04-22T16:34:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,desktop,166,4,1,
SES-00122629,user_0029732,2024-04-22,2024-04-22T16:36:00,meta_ads,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,mobile,230,5,1,
SES-00130787,user_0076595,2024-04-22,2024-04-22T16:38:00,meta_ads,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,desktop,183,6,1,
SES-00129087,user_0030885,2024-04-22,2024-04-22T16:41:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q2_2024,/lp/comparativo-erp,mobile,209,5,1,
SES-00132001,user_0042592,2024-04-22,2024-04-22T16:46:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q2_2024,/lp/comparativo-erp,desktop,392,10,1,
SES-00129257,user_0046876,2024-04-22,2024-04-22T16:48:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,desktop,321,11,1,
SES-00082457,user_0090389,2024-04-22,2024-04-22T16:49:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,desktop,383,8,0,
SES-00092093,user_0096332,2024-04-22,2024-04-22T16:49:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,mobile,46,4,1,
SES-00114200,user_0023222,2024-04-22,2024-04-22T16:52:00,paid_search,google,cpc,pesquisa_concorrentes_q2_2024,/lp/roi-calculator,desktop,39,7,1,
SES-00035137,user_0036008,2024-04-22,2024-04-22T16:53:00,organic_search,google,organic,,/lp/demo-gratis,tablet,5,2,1,
SES-00105842,user_0039446,2024-04-22,2024-04-22T16:58:00,paid_search,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,desktop,236,4,1,
SES-00119349,user_0083423,2024-04-22,2024-04-22T16:59:00,organic_search,google,organic,,/lp/demo-gratis,mobile,211,8,0,
SES-00127000,user_0030739,2024-04-22,2024-04-22T17:01:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,249,7,1,
SES-00014761,user_0074626,2024-04-22,2024-04-22T17:02:00,paid_search,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,mobile,57,3,0,
SES-00002983,user_0027853,2024-04-22,2024-04-22T17:02:00,organic_search,google,organic,,/lp/demo-gratis,desktop,50,3,0,
SES-00043368,user_0067271,2024-04-22,2024-04-22T17:03:00,organic_search,google,organic,,/lp/demo-gratis,mobile,175,2,1,
SES-00012254,user_0049785,2024-04-22,2024-04-22T17:04:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,89,5,1,
SES-00118650,user_0057831,2024-04-22,2024-04-22T17:05:00,webinar_evento,webinar,evento,webinar_integracao_erp_2024,/lp/demo-gratis,desktop,125,6,1,
SES-00102710,user_0075228,2024-04-22,2024-04-22T17:05:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,mobile,341,12,1,
SES-00073052,user_0001863,2024-04-22,2024-04-22T17:09:00,meta_ads,facebook,paid_social,fb-leads-varejo-2024,/lp/trial-30-dias,desktop,225,9,0,
SES-00006498,user_0003859,2024-04-22,2024-04-22T17:10:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,430,10,0,
SES-00112820,user_0092913,2024-04-22,2024-04-22T17:18:00,meta_ads,facebook,paid_social,meta_awareness_2024,/lp/trial-30-dias,desktop,252,11,0,
SES-00000154,user_0008234,2024-04-22,2024-04-22T17:22:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,desktop,153,6,0,
SES-00086834,user_0009667,2024-04-22,2024-04-22T17:26:00,paid_search,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,desktop,161,3,0,
SES-00137186,user_0050845,2024-04-22,2024-04-22T17:28:00,meta_ads,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,mobile,231,9,1,
SES-00011875,user_0077588,2024-04-22,2024-04-22T17:29:00,paid_search,google,cpc,pesquisa_concorrentes_q2_2024,/lp/roi-calculator,desktop,173,3,1,
SES-00077919,user_0074894,2024-04-22,2024-04-22T17:32:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,543,7,1,
SES-00059285,user_0016933,2024-04-22,2024-04-22T17:34:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q2_2024,/lp/comparativo-erp,mobile,221,4,1,
SES-00061289,user_0086687,2024-04-22,2024-04-22T17:34:00,organic_search,google,organic,(none),/lp/demo-gratis,desktop,417,11,0,
SES-00107229,user_0064271,2024-04-22,2024-04-22T17:37:00,meta_ads,facebook,paid_social,meta_awareness_2024,/lp/trial-30-dias,desktop,265,7,0,
SES-00105309,user_0023628,2024-04-22,2024-04-22T17:38:00,direct,(direct),(none),(direct),/lp/comparativo-erp,desktop,5,1,1,
SES-00139762,user_0008564,2024-04-22,2024-04-22T17:38:00,meta_ads,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,desktop,193,5,1,
SES-00048009,user_0061217,2024-04-22,2024-04-22T17:38:00,meta_ads,facebook,paid_social,meta_awareness_2024,/lp/trial-30-dias,desktop,60,4,0,
SES-00051820,user_0037769,2024-04-22,2024-04-22T17:46:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2024,/lp/comparativo-erp,desktop,116,7,1,
SES-00107964,user_0019383,2024-04-22,2024-04-22T17:47:00,paid_search,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,mobile,167,4,1,LEAD-006815
SES-00132055,user_0081693,2024-04-22,2024-04-22T17:50:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,desktop,218,8,0,
SES-00045669,user_0085260,2024-04-22,2024-04-22T17:52:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,desktop,47,8,0,
SES-00025541,user_0065171,2024-04-22,2024-04-22T17:53:00,paid_search,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,desktop,153,5,1,LEAD-006816
SES-00125071,user_0073972,2024-04-22,2024-04-22T17:54:00,paid_search,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,mobile,298,4,1,
SES-00055838,user_0071037,2024-04-22,2024-04-22T17:57:00,email_marketing,email,email,email_reengajamento_q2_2024,/webinar/integracao-erp-ao-vivo,mobile,263,7,1,
SES-00118832,user_0067411,2024-04-22,2024-04-22T17:58:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q2_2024,/lp/comparativo-erp,desktop,244,8,0,
SES-00082817,user_0033782,2024-04-22,2024-04-22T17:59:00,paid_search,google,cpc,google_brand_keywords_2024,/lp/roi-calculator,mobile,120,5,1,
SES-00041876,user_0072820,2024-04-22,2024-04-22T18:00:00,organic_search,google,organic,(not set),/lp/demo-gratis,desktop,205,3,1,
SES-00041054,user_0003962,2024-04-22,2024-04-22T18:00:00,webinar_evento,webinar,evento,black_friday_2023,/lp/demo-gratis,desktop,253,3,1,
SES-00070324,user_0059554,2024-04-22,2024-04-22T18:03:00,direct,(direct),(none),,/lp/comparativo-erp,desktop,148,4,1,
SES-00039880,user_0018097,2024-04-22,2024-04-22T18:04:00,email_marketing,email,email,email_nurture_leads_2024,/webinar/integracao-erp-ao-vivo,desktop,214,6,1,LEAD-006817
SES-00083135,user_0040838,2024-04-22,2024-04-22T18:07:00,direct,(direct),(none),(not set),/lp/comparativo-erp,desktop,5,1,1,
SES-00137511,user_0075949,2024-04-22,2024-04-22T18:10:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,146,8,0,
SES-00110176,user_0083596,2024-04-22,2024-04-22T18:12:00,linkedin_ads,linkedin,paid_social,lkd_awareness_2024,/lp/comparativo-erp,mobile,270,8,1,
SES-00130601,user_0015971,2024-04-22,2024-04-22T18:12:00,meta_ads,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,desktop,134,8,0,
SES-00104408,user_0047486,2024-04-22,2024-04-22T18:13:00,meta_ads,facebook,paid_social,ig_gestores_b2b_q2,/lp/trial-30-dias,desktop,104,1,0,LEAD-006818
SES-00015932,user_0027794,2024-04-22,2024-04-22T18:14:00,meta_ads,facebook,paid_social,facebook_retargeting_2024,/lp/trial-30-dias,tablet,252,6,1,
SES-00068993,user_0045131,2024-04-22,2024-04-22T18:15:00,organic_search,google,organic,,/lp/demo-gratis,tablet,78,3,1,
SES-00117636,user_0071338,2024-04-22,2024-04-22T18:16:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,mobile,158,7,0,
SES-00058661,user_0003047,2024-04-22,2024-04-22T18:19:00,paid_search,google,cpc,integracao_erp_pesquisa_2024,/lp/roi-calculator,desktop,186,6,1,
SES-00086049,user_0077178,2024-04-22,2024-04-22T18:19:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q2_2024,/lp/comparativo-erp,desktop,112,3,0,
SES-00148132,user_0089103,2024-04-22,2024-04-22T18:19:00,webinar_evento,webinar,evento,black_friday_2023,/lp/demo-gratis,desktop,5,2,1,
SES-00090331,user_0083395,2024-04-22,2024-04-22T18:22:00,email_marketing,email,email,campanha_email_04-2024,/webinar/integracao-erp-ao-vivo,mobile,79,6,1,
SES-00022599,user_0091653,2024-04-22,2024-04-22T18:30:00,linkedin_ads,linkedin,paid_social,linkedin_prospecao_q2_2024,/lp/comparativo-erp,desktop,5,7,1,
SES-00026249,user_0070068,2024-04-22,2024-04-22T18:30:00,organic_search,google,organic,(none),/lp/demo-gratis,mobile,345,11,1,
SES-00141805,user_0094352,2024-04-22,2024-04-22T18:30:00,email_marketing,email,email,email_reengajamento_q2_2024,/webinar/integracao-erp-ao-vivo,desktop,5,1,1,
SES-00010532,user_0015860,2024-04-22,2024-04-22T18:30:00,paid_search,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,desktop,256,6,0,
SES-00141973,user_0032413,2024-04-22,2024-04-22T18:36:00,paid_search,google,cpc,crm-b2b-keywords-2024,/lp/roi-calculator,desktop,202,7,0,
SES-00027189,user_0063974,2024-04-22,2024-04-22T18:36:00,linkedin_ads,linkedin,paid_social,linkedin_gestores_2024,/lp/comparativo-erp,mobile,70,8,0,
SES-00147914,user_0005376,2024-04-22,2024-04-22T18:37:00,linkedin_ads,linkedin,paid_social,linkedin_prospeccao_q2_2024,/lp/comparativo-erp,mobile,108,6,1,
SES-00083844,user_0078558,2024-04-22,2024-04-22T18:37:00,organic_search,google,organic,,/lp/demo-gratis,desktop,471,10,1,
SES-00028612,user_0002371,2024-04-22,2024-04-22T18:38:00,organic_search,google,organic,(not set),/lp/demo-gratis,mobile,151,8,1,
